First Name,Last Name,Email,Phone Number,Company Name,Job Title,Industry,City,State,Country,Lifecycle Stage,Lead Status,Created Date
Emma,Nelson,emma.nelson@outlook.com,(723) 276-2659,Greystone Capital,Product Manager,Legal Services,Tucson,AZ,United States,lead,Unqualified,5/15/2025
Jennifer,Smith,jsmith@business.net,(590) 509-7466,Willowbrook Nonprofit,Business Development Rep,Financial Services,Tampa,FL,United States,opportunity,New,3/9/2026
Christopher,Young,cyoung@outlook.com,(644) 848-8035,Lumen Health Partners,Executive Assistant,Construction,Denver,CO,United States,salesqualifiedlead,New,9/7/2024
Rachel,Ramirez,rachel.ramirez@yahoo.com,(391) 481-5585,Vantage Point Law,VP of Sales,Retail,Nashville,TN,United States,opportunity,Attempted to Contact,4/21/2026
William,Walker,wwalker@yahoo.com,(807) 311-8405,Pinnacle Logistics Group,HR Manager,Hospitality,Omaha,NE,United States,subscriber,Connected,9/10/2026
Michelle,Davis,michelledavis@business.net,(478) 917-9060,Cobalt Digital,Office Manager,Retail,Omaha,NE,United States,lead,New,1/6/2026
Dorothy,King,dking@yahoo.com,(778) 353-6354,Pinnacle Logistics Group,HR Manager,Financial Services,Columbus,OH,United States,subscriber,Connected,7/15/2026
Larry,Brown,lbrown@gmail.com,(367) 261-4530,Elmshade Legal,Product Manager,Construction,Albuquerque,NM,United States,customer,New,12/11/2025
Kimberly,Miller,kmiller@business.net,(397) 569-8443,Ferncrest Media,VP of Sales,Nonprofit,Richmond,VA,United States,salesqualifiedlead,Bad Timing,2/3/2025
Andrew,Lopez,alopez@yahoo.com,(378) 547-5029,Ironwood Manufacturing,Finance Director,Retail,Kansas City,MO,United States,lead,Bad Timing,2/1/2025
Mark,Jackson,mark.jackson@outlook.com,(750) 495-3755,Coppervale Manufacturing,Regional Sales Manager,Hospitality,Columbus,OH,United States,customer,Bad Timing,6/5/2024
Ashley,Mitchell,ashley.mitchell@gmail.com,(212) 450-1753,Orchard Lane Foods,Business Development Rep,Real Estate,Louisville,KY,United States,lead,Open,9/26/2024
Jennifer,Adams,jadams@gmail.com,(733) 848-5480,Elmshade Legal,Product Manager,Hospitality,Richmond,VA,United States,opportunity,Attempted to Contact,7/21/2024
Stephanie,Jones,sjones@outlook.com,(805) 641-8132,Crestline Energy,Office Manager,Education,Richmond,VA,United States,customer,Open,11/22/2024
Karen,Thomas,karenthomas@outlook.com,(225) 383-6442,Driftwood Hospitality,Executive Assistant,Media,Nashville,TN,United States,customer,Bad Timing,4/9/2026
James,Rivera,jamesrivera@outlook.com,(970) 920-2025,Crestline Energy,Account Executive,Media,Sacramento,CA,United States,opportunity,Open,6/7/2025
Ronald,Green,ronald.green@gmail.com,(581) 700-8308,Ironwood Manufacturing,Controller,Hospitality,Raleigh,NC,United States,opportunity,In Progress,3/27/2025
Raymond,Sanchez,rsanchez@yahoo.com,(746) 589-6188,Meridian Data Systems,Controller,Insurance,Denver,CO,United States,opportunity,New,2/8/2026
Ronald,Taylor,ronald.taylor@gmail.com,(504) 415-3625,Hollowridge Transport,Regional Sales Manager,Legal Services,Salt Lake City,UT,United States,marketingqualifiedlead,Bad Timing,7/26/2026
Barbara,Lopez,barbaralopez@business.net,(774) 929-1352,Beacon Analytics,HR Manager,Biotechnology,Sacramento,CA,United States,opportunity,In Progress,8/13/2025
Samantha,King,samanthaking@yahoo.com,(606) 280-7112,Lumen Health Partners,Regional Sales Manager,Hospitality,Tampa,FL,United States,lead,Connected,5/22/2024
Sarah,Johnson,sjohnson@gmail.com,(486) 916-5072,Steadfast Insurance,Regional Sales Manager,Hospitality,Des Moines,IA,United States,customer,Connected,9/14/2025
Barbara,Baker,bbaker@yahoo.com,(266) 763-9882,Cascade Software,IT Manager,Insurance,Richmond,VA,United States,lead,Connected,12/21/2026
James,Hall,jhall@company.com,(233) 386-6213,Hollowridge Transport,COO,Healthcare,Charleston,SC,United States,customer,Attempted to Contact,8/5/2024
Michelle,Gonzalez,michelle.gonzalez@company.com,(857) 238-4900,Hollowridge Transport,COO,Construction,Portland,OR,United States,customer,In Progress,5/11/2024
Rachel,Roberts,rroberts@business.net,(708) 493-4770,Fieldstone Education,Business Development Rep,Healthcare,Columbus,OH,United States,customer,Open,5/22/2026
Andrew,Wright,andrewwright@gmail.com,(337) 470-6992,Coppervale Manufacturing,Purchasing Manager,Technology,Austin,TX,United States,subscriber,Unqualified,10/18/2024
Justin,Nguyen,justinnguyen@company.com,(687) 882-7626,Orchard Lane Foods,Marketing Coordinator,Logistics,Tampa,FL,United States,lead,Bad Timing,2/4/2025
Michael,Ramirez,michael.ramirez@company.com,(582) 315-6537,Hollowridge Transport,HR Manager,Insurance,Tucson,AZ,United States,opportunity,Bad Timing,5/10/2024
Raymond,Ramirez,raymond.ramirez@outlook.com,(368) 537-6092,Silverline Logistics,Account Executive,Retail,Denver,CO,United States,salesqualifiedlead,Unqualified,10/26/2024
Jonathan,Perez,jonathanperez@company.com,(863) 407-3893,Marlowe & Co.,Sales Director,Real Estate,Denver,CO,United States,customer,Open,12/13/2025
CYNTHIA,MOORE,cynthia.moore@gmail.com,(415) 670-6381,Northwind Traders,VP of Sales,Legal Services,Kansas City,MO,United States,subscriber,Attempted to Contact,6/25/2025
Jacob,Carter,jcarter@business.net,(357) 244-3094,Cobalt Digital,Executive Assistant,Education,Sacramento,CA,United States,customer,In Progress,6/12/2026
Donna,King,dking@gmail.com,(838) 801-9561,Driftwood Hospitality,Executive Assistant,Manufacturing,Omaha,NE,United States,salesqualifiedlead,Open,10/19/2024
Susan,Lopez,susanlopez@gmail.com,(343) 751-4218,Redstone Realty,Operations Manager,Nonprofit,Des Moines,IA,United States,subscriber,New,11/1/2026
Jason,Hernandez,jasonhernandez@yahoo.com,(243) 944-6776,Fieldstone Education,Executive Assistant,Logistics,Omaha,NE,United States,customer,Bad Timing,2/22/2024
Margaret,Jackson,mjackson@yahoo.com,(837) 448-8600,Steadfast Insurance,CEO,Construction,Charleston,SC,United States,lead,Connected,4/5/2026
Laura,Taylor,laura.taylor@company.com,(967) 752-1853,Steadfast Insurance,HR Manager,Legal Services,Denver,CO,United States,subscriber,Bad Timing,1/25/2026
Katherine,Davis,katherine.davis@yahoo.com,(428) 342-2679,Willowbrook Nonprofit,Operations Director,Manufacturing,Austin,TX,United States,opportunity,Unqualified,1/3/2024
PATRICIA,SCOTT,patriciascott@business.net,(549) 602-3248,Silverline Logistics,Purchasing Manager,Education,Tampa,FL,United States,customer,Attempted to Contact,7/8/2026
Angela,White,angelawhite@yahoo.com,(920) 923-4425,Northwind Traders,Finance Director,Insurance,Columbus,OH,United States,customer,Unqualified,5/19/2024
Mark,Roberts,mark.roberts@yahoo.com,(675) 713-9362,Silverline Logistics,Purchasing Manager,Technology,Charleston,SC,United States,opportunity,New,4/28/2026
Nancy,Brown,nbrown@outlook.com,(832) 477-1869,Vantage Point Law,Marketing Manager,Manufacturing,Salt Lake City,UT,United States,salesqualifiedlead,Connected,11/28/2025
Benjamin,Flores,bflores@company.com,(573) 366-7065,Steadfast Insurance,Finance Director,Legal Services,Tampa,FL,United States,marketingqualifiedlead,Connected,11/3/2026
Robert,Nguyen,robert.nguyen@outlook.com,(575) 928-1612,Lumen Health Partners,Product Manager,Media,Louisville,KY,United States,opportunity,Attempted to Contact,10/2/2024
Anna,Williams,anna.williams@gmail.com,(809) 357-9125,Coppervale Manufacturing,Executive Assistant,Media,Richmond,VA,United States,salesqualifiedlead,Open,8/24/2026
Ronald,Rivera,rrivera@gmail.com,(907) 842-4978,Ferncrest Media,IT Manager,Insurance,Sacramento,CA,United States,customer,Attempted to Contact,10/26/2024
Samantha,Rodriguez,samantha.rodriguez@company.com,(366) 385-3712,Aster Marketing,Regional Sales Manager,Retail,Des Moines,IA,United States,salesqualifiedlead,In Progress,12/8/2026
Anthony,Gonzalez,agonzalez@yahoo.com,(706) 591-3133,Granite Peak Construction,Finance Director,Hospitality,Tampa,FL,United States,lead,Bad Timing,12/22/2025
Karen,Scott,kscott2@outlook.com,(352) 255-4766,Ironwood Manufacturing,Sales Director,Construction,Omaha,NE,United States,marketingqualifiedlead,Open,5/7/2024
Jason,Garcia,jgarcia@outlook.com,(351) 809-5225,Amber Grove Retail,Operations Manager,Manufacturing,Boise,ID,United States,salesqualifiedlead,Attempted to Contact,9/11/2025
Robert,Perez,rperez@outlook.com,(449) 728-3858,Marlowe & Co.,Customer Success Manager,Technology,Raleigh,NC,United States,opportunity,Unqualified,4/26/2025
Jeffrey,Lewis,jeffrey.lewis@yahoo.com,(403) 350-1400,Beacon Analytics,HR Manager,Construction,Kansas City,MO,United States,opportunity,Bad Timing,8/14/2024
Anthony,Flores,aflores@gmail.com,(947) 844-9666,Silverline Logistics,Controller,Nonprofit,Columbus,OH,United States,customer,Attempted to Contact,5/14/2026
Jonathan,Roberts,jonathanroberts@yahoo.com,(887) 865-7118,Vantage Point Law,Marketing Coordinator,Construction,Sacramento,CA,United States,subscriber,Open,2/11/2024
Susan,Smith,ssmith@yahoo.com,(862) 808-5631,Cascade Software,Account Executive,Construction,Louisville,KY,United States,subscriber,In Progress,11/11/2025
NANCY,PEREZ,nancyperez@gmail.com,(474) 950-2522,Steadfast Insurance,Office Manager,Financial Services,Milwaukee,WI,United States,subscriber,Unqualified,3/25/2024
Jeffrey,Martin,jeffreymartin@company.com,(782) 835-1986,Fieldstone Education,Account Executive,Media,Charleston,SC,United States,lead,Connected,5/22/2024
BRIAN,WILSON,bwilson@gmail.com,(364) 388-4617,Fieldstone Education,Product Manager,Healthcare,Boise,ID,United States,subscriber,Open,10/14/2025
Patricia,Jackson,patricia.jackson@gmail.com,(717) 278-5552,Redstone Realty,VP of Sales,Hospitality,Tucson,AZ,United States,marketingqualifiedlead,In Progress,1/24/2025
Deborah,Smith,deborah.smith@business.net,(218) 892-1067,Meridian Data Systems,HR Manager,Healthcare,Richmond,VA,United States,customer,In Progress,3/4/2025
Anna,Harris,annaharris@outlook.com,(745) 550-9950,Steadfast Insurance,Product Manager,Hospitality,Richmond,VA,United States,salesqualifiedlead,Open,5/18/2024
Mark,Brown,mbrown2@company.com,(659) 523-1084,Lumen Health Partners,Finance Director,Technology,Tampa,FL,United States,subscriber,Attempted to Contact,12/8/2024
Dorothy,Baker,dbaker@outlook.com,(617) 497-8011,Cobalt Digital,Operations Manager,Biotechnology,Omaha,NE,United States,salesqualifiedlead,Connected,3/1/2025
Richard,Clark,richard.clark@yahoo.com,(414) 770-1770,Northwind Traders,Business Development Rep,Biotechnology,Tucson,AZ,United States,marketingqualifiedlead,In Progress,3/6/2026
Patricia,Lopez,patricia.lopez@outlook.com,(455) 233-8478,Beacon Analytics,Business Development Rep,Nonprofit,Sacramento,CA,United States,lead,In Progress,8/17/2025
Amy,Nelson,anelson@outlook.com,(670) 784-1399,Vantage Point Law,Regional Sales Manager,Media,Salt Lake City,UT,United States,lead,Bad Timing,7/6/2026
Katherine,Johnson,katherinejohnson@business.net,(857) 509-8912,Harborview Financial,Purchasing Manager,Logistics,Tucson,AZ,United States,salesqualifiedlead,New,1/6/2026
Kimberly,Williams,kimberly.williams@business.net,(748) 501-3434,Amber Grove Retail,HR Manager,Retail,Des Moines,IA,United States,customer,Bad Timing,3/28/2025
Samantha,Scott,samantha.scott@gmail.com,(755) 558-6218,Redstone Realty,VP of Sales,Nonprofit,Louisville,KY,United States,marketingqualifiedlead,Attempted to Contact,3/3/2024
Linda,Davis,lindadavis@outlook.com,(368) 365-6286,Hollowridge Transport,HR Manager,Technology,Louisville,KY,United States,opportunity,In Progress,5/7/2024
Deborah,Taylor,deborah.taylor@gmail.com,(969) 286-5834,Vantage Point Law,Marketing Coordinator,Technology,Providence,RI,United States,lead,Attempted to Contact,8/17/2024
Charles,Wright,cwright@outlook.com,(858) 308-8234,Quarry Hill Ventures,Product Manager,Manufacturing,Boise,ID,United States,subscriber,New,10/24/2024
Angela,Sanchez,angelasanchez@outlook.com,(342) 452-9830,Redstone Realty,CEO,Real Estate,Omaha,NE,United States,opportunity,Unqualified,4/5/2025
Sarah,Carter,sarahcarter@yahoo.com,(322) 207-9149,Aster Marketing,Executive Assistant,Financial Services,Tampa,FL,United States,lead,Unqualified,12/8/2026
Timothy,Mitchell,timothymitchell@business.net,(257) 727-3604,Silverline Logistics,IT Manager,Nonprofit,Tucson,AZ,United States,opportunity,Unqualified,9/19/2024
Kevin,Thompson,kevin.thompson@outlook.com,(491) 834-2143,Greystone Capital,Finance Director,Technology,Portland,OR,United States,salesqualifiedlead,Unqualified,10/22/2025
Rachel,Hill,rachel.hill@yahoo.com,(247) 305-9529,Coppervale Manufacturing,IT Manager,Retail,Denver,CO,United States,opportunity,Bad Timing,2/1/2025
Kimberly,Williams,kimberly.williams@yahoo.com,748-501-3434,Amber Grove Retail,HR Manager,Retail,Des Moines,IA,United States,customer,Bad Timing,10/5/2024
Christopher,Allen,christopherallen@company.com,(706) 805-7189,Fieldstone Education,Business Development Rep,Media,Columbus,OH,United States,marketingqualifiedlead,In Progress,1/19/2024
Helen,Lee,hlee@business.net,(838) 562-3125,Fieldstone Education,CEO,Construction,Tampa,FL,United States,opportunity,Connected,8/16/2026
Eric,Smith,ericsmith@gmail.com,+1 491 943 6703,Steadfast Insurance,Product Manager,Healthcare,Denver,CO,United States,opportunity,Open,11/12/2025
Christopher,Johnson,christopherjohnson@yahoo.com,(840) 509-4869,Pinnacle Logistics Group,Product Manager,Media,Milwaukee,WI,United States,subscriber,Connected,7/27/2025
Gary,Gonzalez,gary.gonzalez@outlook.com,(279) 502-2657,Pinnacle Logistics Group,Operations Director,Insurance,Kansas City,MO,United States,customer,Attempted to Contact,11/11/2024
Ryan,Carter,ryancarter@business.net,(549) 391-4458,Ironwood Manufacturing,Operations Manager,Nonprofit,Omaha,NE,United States,opportunity,In Progress,2/14/2026
Jason,Jakcson,jjackson@outlook.com,(729) 345-8595,Elmshade Legal,Regional Sales Manager,Manufacturing,Des Moines,IA,United States,customer,Attempted to Contact,12/20/2026
Jacob,Hernandez,jacob.hernandez@outlook.com,(964) 600-9941,Cascade Software,VP of Sales,Logistics,Providence,RI,United States,customer,Bad Timing,11/12/2026
Nancy,Taylor,nancy.taylor@business.net,(673) 227-2199,Meridian Data Systems,Regional Sales Manager,Real Estate,Sacramento,CA,United States,marketingqualifiedlead,Connected,4/13/2025
Sandra,Nguyen,sandranguyen@company.com,(214) 947-8014,Aster Marketing,HR Manager,Healthcare,Tucson,AZ,United States,marketingqualifiedlead,Unqualified,4/19/2026
Robert,Brown,rbrown@yahoo.com,(505) 265-7668,Greystone Capital,Business Development Rep,Legal Services,Denver,CO,United States,customer,New,12/27/2025
Benjamin,Torres,benjamintorres@company.com,(609) 449-3417,Meridian Data Systems,Marketing Manager,Biotechnology,Sacramento,CA,United States,subscriber,Bad Timing,4/6/2025
Richard,Campbell,richard.campbell@yahoo.com,(579) 520-7781,Beacon Analytics,CEO,Insurance,Tucson,AZ,United States,lead,Connected,1/9/2024
Samantha,Davis,samantha.davis@gmail.com,(709) 403-4272,Coppervale Manufacturing,Product Manager,Insurance,Salt Lake City,UT,United States,opportunity,Open,12/14/2025
Sharon,Adams,sharonadams@business.net,(360) 254-2659,Amber Grove Retail,Finance Director,Healthcare,Nashville,TN,United States,salesqualifiedlead,Connected,12/24/2026
Stephen,Mitchell,stephenmitchell@yahoo.com,(658) 606-1003,Aster Marketing,Sales Director,Logistics,Tampa,FL,United States,opportunity,New,3/10/2026
Christine,Carter,ccarter@business.net,(620) 527-8397,Orchard Lane Foods,VP of Sales,Logistics,Portland,OR,United States,lead,Connected,6/26/2026
Lisa,Johnson,ljohnson@outlook.com,(457) 961-2311,Cobalt Digital,Customer Success Manager,Real Estate,Portland,OR,United States,subscriber,New,8/18/2024
Debra,Brown,debrabrown@company.com,(901) 520-1881,Northwind Traders,Product Manager,Healthcare,Albuquerque,NM,United States,opportunity,Bad Timing,4/21/2025
Jeffrey,Rodriguez,jeffrey.rodriguez@gmail.com,(374) 218-2646,Ironwood Manufacturing,IT Manager,Manufacturing,Tucson,AZ,United States,opportunity,Connected,1/21/2025
Samuel,Ramirez,samuel.ramirez@yahoo.com,(895) 950-6432,Greystone Capital,Controller,Construction,Tampa,FL,United States,salesqualifiedlead,In Progress,8/18/2025
Edward,Sanchez,edwardsanchez@outlook.com,(654) 786-8341,Silverline Logistics,Controller,Construction,Kansas City,MO,United States,marketingqualifiedlead,New,7/17/2026
CAROLYN,WRIGHT,carolynwright@company.com,(944) 358-7797,Meridian Data Systems,Account Executive,Insurance,Boise,ID,United States,salesqualifiedlead,Attempted to Contact,7/20/2025
Paul,Wright,pwright@outlook.com,(597) 563-3846,Ironwood Manufacturing,HR Manager,Hospitality,Columbus,OH,United States,marketingqualifiedlead,Bad Timing,12/12/2026
Scott,Garcia,sgarcia@company.com,(920) 570-2279,Hollowridge Transport,CEO,Manufacturing,Louisville,KY,United States,subscriber,Bad Timing,9/7/2026
Amy,Mitchell,amitchell@outlook.com,(979) 430-6250,Steadfast Insurance,Product Manager,Education,Charleston,SC,United States,customer,Unqualified,1/3/2025
Lisa,Aleln,lallen@business.net,(417) 390-4292,Beacon Analytics,Customer Success Manager,Media,Raleigh,NC,United States,lead,In Progress,11/10/2024
David,Hill,david.hill@gmail.com,(760) 484-4401,Beacon Analytics,Customer Success Manager,Financial Services,Des Moines,IA,United States,subscriber,Connected,1/5/2025
Anthony,Gonzalez,anthonygonzalez@yahoo.com,,,,Hospitality,Tampa,FL,United States,lead,Bad Timing,2/15/2026
JONATHAN,ALLEN,jonathanallen@company.com,(568) 918-9796,Fieldstone Education,Operations Manager,Manufacturing,Boise,ID,United States,lead,Connected,11/15/2025
Gary,Hall,gary.hall@gmail.com,(983) 483-9078,Silverline Logistics,COO,Nonprofit,Kansas City,MO,United States,marketingqualifiedlead,Attempted to Contact,10/14/2025
Gregory,Rodriguez,gregoryrodriguez@gmail.com,(415) 512-8474,Harborview Financial,Business Development Rep,Media,Albuquerque,NM,United States,marketingqualifiedlead,Connected,9/26/2024
Brandon,Flores,brandon.flores@business.net,(719) 307-3736,Meridian Data Systems,Account Executive,Insurance,Raleigh,NC,United States,lead,In Progress,12/10/2024
Joshua,Nguyen,jnguyen@company.com,,,,Technology,Richmond,VA,United States,marketingqualifiedlead,Connected,2/7/2025
Edward,Miller,emiller@business.net,(976) 903-4695,Ironwood Manufacturing,Regional Sales Manager,Manufacturing,Tucson,AZ,United States,subscriber,In Progress,6/9/2024
David,Moore,davidmoore@company.com,(821) 652-7785,Redstone Realty,Finance Director,Media,Omaha,NE,United States,opportunity,New,7/4/2025
Emily,Nguyen,emilynguyen@company.com,(905) 701-7830,Elmshade Legal,Customer Success Manager,Financial Services,Tucson,AZ,United States,opportunity,Open,12/15/2025
Mary,Hall,maryhall@outlook.com,(295) 608-6603,Silverline Logistics,Operations Director,Biotechnology,Tampa,FL,United States,lead,Unqualified,6/7/2025
Scott,Garcia,scott.garcia@gmail.com,(920) 570-2279,Hollowridge Transport,CEO,Manufacturing,Louisville,KY,United States,subscriber,Bad Timing,10/9/2024
Shirley,Smiht,ssmith@gmail.com,(255) 392-9494,Steadfast Insurance,COO,Media,Providence,RI,United States,salesqualifiedlead,Connected,7/22/2026
Linda,King,lking@gmail.com,(249) 982-1104,Granite Peak Construction,VP of Sales,Insurance,Columbus,OH,United States,customer,Open,12/5/2024
Amy,Jackson,amyjackson@gmail.com,(277) 344-4696,Foxglove Biotech,Purchasing Manager,Insurance,Richmond,VA,United States,opportunity,In Progress,7/1/2024
Michael,Roberts,mroberts@company.com,(601) 506-3608,Northwind Traders,Operations Director,Real Estate,Nashville,TN,United States,marketingqualifiedlead,Unqualified,8/12/2026
Joshua,Moore,joshua.moore@outlook.com,(371) 645-5521,Granite Peak Construction,IT Manager,Construction,Tucson,AZ,United States,subscriber,In Progress,4/24/2025
Lisa,King,lking@business.net,(852) 219-5644,Silverline Logistics,Finance Director,Construction,Albuquerque,NM,United States,opportunity,Unqualified,3/8/2025
Frank,White,frankwhite@gmail.com,(864) 595-4787,Lumen Health Partners,Marketing Coordinator,Nonprofit,Raleigh,NC,United States,subscriber,In Progress,10/18/2025
William,Robinson,wrobinson@yahoo.com,(211) 375-6353,Foxglove Biotech,Executive Assistant,Real Estate,Columbus,OH,United States,lead,New,9/14/2024
James,Martin,jmartin@business.net,(394) 597-7941,Amber Grove Retail,Business Development Rep,Media,Columbus,OH,United States,customer,Bad Timing,9/22/2024
Scott,Thomas,scott.thomas@outlook.com,(353) 396-1453,Harborview Financial,IT Manager,Construction,Albuquerque,NM,United States,salesqualifiedlead,Attempted to Contact,7/21/2025
Ronald,Nguyen,rnguyen2@yahoo.com,(647) 947-4909,Beacon Analytics,HR Manager,Manufacturing,Denver,CO,United States,salesqualifiedlead,New,10/20/2025
Pamela,Smith,pamela.smith@yahoo.com,(566) 415-5088,Willowbrook Nonprofit,Account Executive,Technology,Salt Lake City,UT,United States,opportunity,Bad Timing,10/24/2025
Kevin,Brown,kevin.brown@yahoo.com,(651) 271-9056,Hollowridge Transport,Finance Director,Hospitality,Tampa,FL,United States,salesqualifiedlead,Open,8/4/2026
Nicholas,Rodriguez,nicholas.rodriguez@outlook.com,(278) 726-5600,Cobalt Digital,VP of Sales,Financial Services,Omaha,NE,United States,lead,In Progress,12/27/2026
Emily,Rivera,erivera@outlook.com,(492) 910-9047,Cobalt Digital,Account Executive,Financial Services,Omaha,NE,United States,subscriber,Unqualified,12/15/2024
Mark,Mitchell,mmitchell@yahoo.com,(926) 566-4137,Silverline Logistics,COO,Legal Services,Austin,TX,United States,marketingqualifiedlead,Bad Timing,4/8/2026
Ryan,Davis,rdavis@company.com,(854) 520-7367,Fieldstone Education,Purchasing Manager,Hospitality,Tampa,FL,United States,subscriber,In Progress,8/20/2025
Sarah,Green,sarahgreen@yahoo.com,(874) 357-7932,Driftwood Hospitality,Purchasing Manager,Manufacturing,Salt Lake City,UT,United States,salesqualifiedlead,Attempted to Contact,3/3/2026
Brandon,Jackson,bjackson@company.com,(529) 313-2577,Pinnacle Logistics Group,Operations Manager,Retail,Richmond,VA,United States,lead,Open,4/4/2024
Katherine,Scott,kscott@outlook.com,(510) 829-9740,Silverline Logistics,Marketing Coordinator,Legal Services,Tampa,FL,United States,lead,Attempted to Contact,3/6/2026
Stephen,Miller,stephenmiller@gmail.com,(471) 665-5673,Granite Peak Construction,Operations Director,Legal Services,Albuquerque,NM,United States,customer,Unqualified,4/10/2024
